Model Variant,Season,Team,Actual Wins,Sim Mean Wins,Sim Std,Sim Min,Sim Max,Abs Error
exclude_flagged_training_games,2023-24,CLE,48,49.306,4.036912268140174,37,60,1.3059999999999974
exclude_flagged_training_games,2023-24,IND,47,43.717,4.1405380151684446,30,58,3.2830000000000013
exclude_flagged_training_games,2023-24,LAL,47,44.554,3.8773854745328213,32,59,2.445999999999998
exclude_flagged_training_games,2023-24,ORL,47,45.835,4.090538779611733,35,59,1.1649999999999991
exclude_flagged_training_games,2023-24,PHI,47,44.527,4.107084019001689,31,56,2.472999999999999
exclude_flagged_training_games,2023-24,GSW,46,47.372,4.211573738325532,34,60,1.3719999999999999
exclude_flagged_training_games,2023-24,MIA,46,45.107,4.035571438698198,32,56,0.8930000000000007
exclude_flagged_training_games,2023-24,SAC,46,44.289,4.064480163440215,33,59,1.7109999999999985
exclude_flagged_training_games,2023-24,HOU,41,39.054,4.15335218038807,25,52,1.945999999999998
exclude_flagged_training_games,2023-24,CHI,39,40.931,4.2715905100425395,23,55,1.9309999999999974
exclude_flagged_training_games,2023-24,ATL,36,36.422,4.041812990757022,23,49,0.42199999999999704
exclude_flagged_training_games,2023-24,BKN,32,36.288,4.135717611268956,24,50,4.287999999999997
exclude_flagged_training_games,2023-24,UTA,31,33.701,3.954141402913408,19,46,2.7010000000000005
exclude_flagged_training_games,2023-24,MEM,27,30.59,3.9937263113350507,18,45,3.59
exclude_flagged_training_games,2023-24,TOR,25,32.962,4.15280649703328,21,46,7.962000000000003
exclude_flagged_training_games,2023-24,SAS,22,23.427,3.7909157260538002,13,36,1.4269999999999996
exclude_flagged_training_games,2023-24,CHA,21,23.181,3.8508529013801707,6,37,2.181000000000001
exclude_flagged_training_games,2023-24,POR,21,24.161,3.80809408767439,10,36,3.1610000000000014
exclude_flagged_training_games,2023-24,WAS,15,20.186,3.583328654232585,9,34,5.186
exclude_flagged_training_games,2023-24,DET,14,18.094,3.4878832161254074,7,28,4.094000000000001
